date	region_id	email_opens	avg_order_value	social_likes	total_site_visits	total_orders
2020-06-10	3	3152	10.87	947	62081	462
2020-06-10	4	4494	44.05	71	123141	576
2020-06-10	5	10978	42.06	373	227831	946
2020-06-10	6	9266	5.45	540	220419	1001
2020-06-10	7	8106	22.25	666	229735	1005
2020-06-10	8	4194	41.37	600	126292	574
2020-06-10	9	3051	16.59	1043	66649	736
2020-06-10	10	8501	19.84	733	241189	875
2020-06-10	11	7172	48.78	611	237836	899
2020-06-10	12	11786	46.44	964	263100	872
2020-06-10	13	7144	15.27	344	201262	714
2020-06-10	14	5873	45.02	242	132719	656
2020-06-10	15	5727	49.34	669	138702	600
2020-06-10	16	9147	19.11	894	242951	799
2020-06-10	17	1746	19.27	1013	31588	204
2020-06-10	18	10321	6.84	178	298666	1049
2020-06-10	19	8817	19.65	533	259898	931
2020-06-10	20	11602	12.08	458	291618	912
2020-06-11	1	5933	47.21	401	183730	713
2020-06-11	2	8203	35.65	789	267926	943
2020-06-11	3	8661	51.22	222	243906	823
2020-06-11	4	15108	27.42	63	402201	1286
2020-06-11	5	7815	9.82	230	244664	901
2020-06-11	6	5997	8.79	553	134292	718
2020-06-11	7	4783	5.4	320	146921	662
2020-06-11	8	16023	41.5	452	321236	1167
2020-06-11	9	8570	9.88	946	224105	874
2020-06-11	10	9549	49.77	188	260550	899
2020-06-11	11	5710	29.72	926	181139	714
2020-06-11	12	9854	17.44	600	263740	964
2020-06-11	13	5814	38.64	165	181308	738
2020-06-11	14	9485	20.67	427	283922	891
2020-06-11	15	9030	24.7	1005	299473	894
2020-06-11	16	9182	11.33	976	231691	959
2020-06-11	17	7675	22.33	1060	225047	751
2020-06-11	18	10835	16.02	172	201472	494
2020-06-11	19	9957	28.79	235	185889	730
2020-06-11	20	4964	42.24	918	140348	480
2020-06-12	1	15755	23.41	1065	329322	1080
2020-06-12	2	6229	47	1018	164406	616
2020-06-12	3	7135	30.96	986	142540	396
2020-06-12	4	9279	40.45	857	289982	869
2020-06-12	5	11731	46.34	171	208956	800
2020-06-12	6	14472	36.41	168	282711	896
2020-06-12	7	1523	8.37	708	26716	149
2020-06-12	8	17342	46.38	1059	384247	1173
2020-06-12	9	10406	11.5	403	300039	890
2020-06-12	10	12553	35.77	1057	284944	986
2020-06-12	11	12975	9.22	573	303721	1023
2020-06-12	12	6658	7.86	217	195040	606
2020-06-12	13	11419	46.37	1112	272467	779
2020-06-12	14	6378	35.7	565	119317	522
2020-06-12	15	7971	17.96	372	174330	800
2020-06-12	16	11111	12.92	662	207459	775
2020-06-12	17	8684	22.77	995	269791	908
2020-06-12	18	6905	39.04	270	134977	597
2020-06-12	19	3817	39.39	329	123292	441
2020-06-12	20	8666	21.54	757	235911	765
2020-06-13	1	10173	17.62	669	283935	1078
2020-06-13	2	7287	24.85	248	225215	713
2020-06-13	3	11280	40.52	750	237327	827
2020-06-13	4	10978	9.74	303	300012	1178
2020-06-13	5	11809	51.82	822	365475	1091
2020-06-13	6	9208	8.3	239	226803	952
2020-06-13	7	7515	52.64	251	210893	807
2020-06-13	8	8920	39.49	655	227413	874
2020-06-13	9	8967	49.76	604	175634	599
2020-06-13	10	3976	9.58	702	84367	593
2020-06-13	11	18406	31.31	832	393317	1155
2020-06-13	12	6793	13.87	850	129037	771
2020-06-13	13	7507	49.77	303	154137	693
2020-06-13	14	15426	5.17	305	294047	1026
2020-06-13	15	4659	21.53	545	145191	695
2020-06-13	16	9306	5.07	482	296072	907
2020-06-13	17	5996	37.07	255	149977	667
2020-06-13	18	6438	33.29	277	198792	763
2020-06-13	19	16820	24.63	709	426859	1126
2020-06-13	20	10856	24.93	412	316115	1025
2020-06-14	1	7912	37.03	106	189716	675
2020-06-14	2	14483	41.52	433	292922	1034
2020-06-14	3	10682	33.74	171	311523	1057
2020-06-14	4	3858	52.79	258	108873	700
2020-06-14	5	14872	27.59	795	317823	1138
2020-06-14	6	11230	27.35	983	355951	870
2020-06-14	7	1338	19.34	483	28902	247
2020-06-14	8	13284	21.97	737	284183	927
2020-06-14	9	12287	44.28	1102	324360	986
2020-06-14	10	10119	10.73	547	252554	967
2020-06-14	11	16511	34.48	639	301442	1040
2020-06-14	12	3894	47.23	312	98030	623
2020-06-14	13	4265	28.91	1053	135946	559
2020-06-14	14	9736	37.51	1065	298593	932
2020-06-14	15	6781	37.41	1051	222844	657
2020-06-14	16	7969	23.23	288	257909	905
2020-06-14	17	6044	40.58	1121	136228	653
2020-06-14	18	4051	32.89	138	127101	616
2020-06-14	19	10586	17.37	124	262687	982
2020-06-14	20	6042	39.12	258	185622	599
2020-06-15	1	4209	31.82	842	118648	234
2020-06-15	2	7235	11.4	977	225155	777
2020-06-15	3	9595	26.79	632	176496	738
2020-06-15	4	9442	5.96	755	214389	711
2020-06-15	5	4312	37.73	952	93105	442
2020-06-15	6	8166	38.88	150	160213	465
2020-06-15	7	18148	34.23	462	370360	1031
2020-06-15	8	4053	27.35	657	122483	532
2020-06-15	9	11505	13.31	161	267448	888
2020-06-15	10	8628	24.84	920	180028	752
2020-06-15	11	12877	35.48	743	272260	875
2020-06-15	12	13314	5.51	923	289895	1059
2020-06-15	13	4486	49.49	843	113694	576
2020-06-15	14	12872	51.8	715	241818	862
2020-06-15	15	4208	10.87	1011	87773	542
2020-06-15	16	8146	19.32	428	172310	918
2020-06-15	17	8998	39.28	320	298944	900
2020-06-15	18	6574	36.8	151	173035	683
2020-06-15	19	12012	10.24	655	370230	1077
2020-06-15	20	10948	10.72	370	302118	963
2020-06-16	1	9409	16.19	73	186852	625
2020-06-16	2	6290	19.97	594	185071	810
2020-06-16	3	9350	14.31	683	318544	972
2020-06-16	4	8283	34.74	742	193887	802
2020-06-16	5	11345	39.22	726	327232	972
2020-06-16	6	3282	11	768	98947	510
2020-06-16	7	15882	35.58	779	376499	1178
2020-06-16	8	7228	19.08	506	182780	564
2020-06-16	9	6912	26.01	1110	192408	690
2020-06-16	10	12128	46.51	902	311236	909
2020-06-16	11	4482	27.04	535	99828	564
2020-06-16	12	9979	40.51	1096	177506	886
2020-06-16	13	2052	17.49	728	42212	326
2020-06-16	14	7408	34.65	158	151326	628
2020-06-16	15	5442	28.04	442	108129	516
2020-06-16	16	3776	22.78	619	73464	686
2020-06-16	17	7924	28.69	175	177787	660
2020-06-16	18	5865	32.01	651	116566	772
2020-06-16	19	6775	39.48	163	132116	672
2020-06-16	20	14198	28.21	228	400474	1048
2020-06-17	1	7900	20.84	957	141472	588
2020-06-17	2	7029	9.24	101	148943	725
2020-06-17	3	15110	29.89	1007	380557	1166
2020-06-17	4	7968	27.02	214	264826	979
2020-06-17	5	7272	6.55	749	205641	714
2020-06-17	6	7351	5.07	316	145969	522
2020-06-17	7	12876	27.36	912	379204	1114
2020-06-17	8	7496	37.47	158	171491	658
2020-06-17	9	7589	52.39	559	251024	1016
2020-06-17	10	6835	35.91	450	225614	894
2020-06-17	11	4692	49.73	734	135061	561
2020-06-17	12	10451	14.7	199	235899	894
2020-06-17	13	5227	52.75	849	135077	709
2020-06-17	14	9096	26.56	185	177062	664
2020-06-17	15	8801	51.69	713	168805	748
2020-06-17	16	14724	8.86	661	369521	1059
2020-06-17	17	18671	5.98	957	372696	1265
2020-06-17	18	10404	16.13	1103	252136	956
2020-06-17	19	9691	44.2	962	175988	630
2020-06-17	20	6121	29.52	318	195785	877
2020-06-18	1	4335	13.66	621	102579	650
2020-06-18	2	18615	42.27	850	637015	1570
2020-06-18	3	2237	30.34	1067	32547	375
2020-06-18	4	4675	26.48	474	126018	538
2020-06-18	5	6274	49.63	763	202031	666
2020-06-18	6	8293	42.13	880	218528	741
2020-06-18	7	16472	43.02	150	390047	1190
2020-06-18	8	12473	30.86	181	287188	1088
2020-06-18	9	11325	52.74	781	204086	740
2020-06-18	10	7024	19.52	766	189302	724
2020-06-18	11	8306	45.43	153	236661	689
2020-06-18	12	2219	29.03	1051	70132	363
2020-06-18	13	9838	44.96	1023	255185	940
2020-06-18	14	3393	40.3	1040	78108	364
2020-06-18	15	8643	17.99	626	297049	1004
2020-06-18	16	8232	48.19	860	208969	827
2020-06-18	17	4957	20.2	352	155117	588
2020-06-18	18	6565	40.92	353	163283	712
2020-06-18	19	2141	37.6	425	39526	543
2020-06-18	20	8283	34.95	93	160532	778
2020-06-19	1	6170	19.75	347	193823	793
2020-06-19	2	14946	29.53	689	392784	1278
2020-06-19	3	8014	7.41	727	209769	858
2020-06-19	4	12013	31.69	210	234473	855
2020-06-19	5	9906	38.95	381	285547	1100
2020-06-19	6	3843	14.42	1092	120209	515
2020-06-19	7	2719	15.92	844	76194	277
2020-06-19	8	2291	7.41	671	38883	745
2020-06-19	9	5247	22.73	281	126560	566
2020-06-19	10	6799	20	501	192385	753
2020-06-19	11	3210	7.13	290	95775	585
2020-06-19	12	13986	35.7	676	267838	733
2020-06-19	13	10235	48.82	173	268611	948
2020-06-19	14	6474	10.11	257	162576	624
2020-06-19	15	7921	21.24	428	183131	756
2020-06-19	16	4155	11.43	732	106794	609
2020-06-19	17	10296	32.08	336	282481	804
2020-06-19	18	4768	47.43	439	118381	504
2020-06-19	19	5380	22.2	257	147198	792
2020-06-19	20	7423	46.85	796	178893	651
2020-06-20	1	16787	11.49	585	310721	1025
2020-06-20	2	12295	10.82	1010	324610	1115
2020-06-20	3	1330	37.68	317	23679	381
2020-06-20	4	1145	15.15	703	25280	339
2020-06-20	5	13413	34.5	461	422746	1110
2020-06-20	6	5813	5.79	306	111437	629
2020-06-20	7	11169	12.09	387	220701	741
2020-06-20	8	5167	41.89	147	115441	574
2020-06-20	9	4622	10.16	1083	151661	450
2020-06-20	10	5914	15.77	872	180119	695
2020-06-20	11	4880	48.56	714	150271	824
2020-06-20	12	14185	9.88	1011	286312	1013
2020-06-20	13	4048	42.19	1099	124846	625
2020-06-20	14	5490	47.5	519	151014	757
2020-06-20	15	5487	31.6	770	175295	702
2020-06-20	16	4624	14.49	250	88745	451
2020-06-20	17	10395	19.8	1018	203766	819
2020-06-20	18	11914	24.83	881	333591	1137
2020-06-20	19	6730	33.53	956	141226	625
2020-06-20	20	9977	24.72	1000	196422	940
2020-06-21	1	5417	29.41	322	135785	458
2020-06-21	2	7077	27.99	180	186018	969
2020-06-21	3	13647	30.16	743	317255	1062
2020-06-21	4	7568	37.17	375	180651	986
2020-06-21	5	8609	13.91	1013	166790	732
2020-06-21	6	6461	35.88	337	154861	574
2020-06-21	7	6248	30.76	811	153511	756
2020-06-21	8	3639	13.79	1006	99784	634
2020-06-21	9	12797	44.21	327	278661	825
2020-06-21	10	7115	45.73	905	137132	712
2020-06-21	11	8580	6.55	202	205331	838
2020-06-21	12	7368	20.37	125	199237	761
2020-06-21	13	8133	27.93	111	228934	775
2020-06-21	14	6452	47.65	252	188456	622
2020-06-21	15	9697	42.42	163	168472	855
2020-06-21	16	5761	37.3	212	134609	571
2020-06-21	17	7865	34.88	905	211716	668
2020-06-21	18	6609	50.36	917	182495	766
2020-06-21	19	8484	51.33	560	234622	949
2020-06-21	20	9272	10.27	437	217116	791
2020-06-22	1	3434	20.18	649	97018	447
2020-06-22	2	7968	20.19	340	181158	846
2020-06-22	3	9069	39.65	346	284993	732
2020-06-22	4	9583	18.95	109	199131	744
2020-06-22	5	12735	33.34	627	250485	930
2020-06-22	6	11010	45.62	1001	205041	806
2020-06-22	7	6101	21.85	942	168071	660
2020-06-22	8	16048	45.35	736	436610	1248
2020-06-22	9	4880	26.71	672	129799	712
2020-06-22	10	10412	44.08	1121	198109	828
2020-06-22	11	2984	25.45	640	49505	589
2020-06-22	12	4031	36.72	481	66728	452
2020-06-22	13	8496	14.25	164	195863	855
2020-06-22	14	6257	40.4	790	110983	606
2020-06-22	15	12274	34.11	895	259865	753
2020-06-22	16	14161	24.95	870	285725	813
2020-06-22	17	10316	17.94	928	249832	936
2020-06-22	18	5002	46.67	389	122062	580
2020-06-22	19	12124	20.86	980	236032	1005
2020-06-22	20	6008	24.7	618	178445	630
2020-06-23	1	12326	52.48	352	301535	981
2020-06-23	2	8758	24.91	355	244466	894
2020-06-23	3	7946	5.48	127	265828	915
2020-06-23	4	14782	47.81	649	426503	1165
2020-06-23	5	8094	42.04	635	168613	881
2020-06-23	6	12645	34.65	958	294855	1076
2020-06-23	7	12534	27.28	110	239592	844
2020-06-23	8	2105	28.19	768	44998	455
2020-06-23	9	6608	50.64	972	167449	725
2020-06-23	10	12323	43.44	375	233443	833
2020-06-23	11	8753	8.72	144	303256	942
2020-06-23	12	13503	22.73	316	267034	926
2020-06-23	13	9687	52.73	535	236909	1018
2020-06-23	14	6586	51.57	414	155254	462
2020-06-23	15	3456	11.46	604	91882	489
2020-06-23	16	7959	18.15	687	190927	806
2020-06-23	17	8765	15.41	356	299541	966
2020-06-23	18	7670	49.54	456	256913	964
2020-06-23	19	8166	9.14	90	241974	901
2020-06-23	20	9574	26.7	227	327890	921
2020-06-24	1	15030	19.33	993	317025	1052
2020-06-24	2	4309	31.48	991	105956	225
2020-06-24	3	3294	22.58	385	75187	696
2020-06-24	4	3785	32.2	1115	115334	579
2020-06-24	5	6042	14.19	152	171712	763
2020-06-24	6	12679	52.4	663	231234	797
2020-06-24	7	10978	37.1	523	288888	1035
2020-06-24	8	5008	5.41	282	147575	684
2020-06-24	9	12475	41.31	777	349449	1081
2020-06-24	10	6558	22.24	934	152570	785
2020-06-24	11	5096	24.56	979	115656	397
2020-06-24	12	2298	45.86	971	51059	451
2020-06-24	13	2845	12.76	822	53182	474
2020-06-24	14	8296	8.53	1121	205710	848
2020-06-24	15	21642	7.13	316	402067	1197
2020-06-24	16	7747	45.49	523	137111	718
2020-06-24	17	7601	26.61	849	149820	821
2020-06-24	18	8021	51.06	746	214098	773
2020-06-24	19	5472	34.52	497	121917	414
2020-06-24	20	5858	53.04	595	161585	661
2020-06-25	1	14943	44.01	134	306644	1123
2020-06-25	2	3519	45.79	251	121769	275
2020-06-25	3	4906	15.29	922	154097	731
2020-06-25	4	5379	41.03	391	169575	730
2020-06-25	5	3379	10.84	253	91775	254
2020-06-25	6	4954	49.35	77	117834	681
2020-06-25	7	8627	21.68	673	276651	1015
2020-06-25	8	14639	16.13	1058	353963	1164
2020-06-25	9	8809	21.66	933	169844	649
2020-06-25	10	5012	8.71	272	115218	470
2020-06-25	11	9695	44.01	1107	285497	823
2020-06-25	12	5788	15.98	551	185282	754
2020-06-25	13	6759	49.45	678	223997	721
2020-06-25	14	14070	7.31	225	444285	1274
2020-06-25	15	4100	22.57	78	131479	505
2020-06-25	16	8828	7.83	823	156309	809
2020-06-25	17	5044	11.07	497	140440	900
2020-06-25	18	5822	52.16	605	144839	532
2020-06-25	19	13830	52.62	725	263624	1006
2020-06-25	20	9769	26.25	966	208006	711
2020-06-26	1	8598	12.52	361	192461	743
2020-06-26	2	11300	21.98	1105	294507	985
2020-06-26	3	6493	44.67	269	197857	886
2020-06-26	4	5837	31.83	301	144009	858
2020-06-26	5	6546	40.29	113	178090	792
2020-06-26	6	9496	39.93	589	221461	791
2020-06-26	7	4071	29.97	468	111081	396
2020-06-26	8	3075	9.51	360	78783	417
2020-06-26	9	4187	8.5	891	129132	623
2020-06-26	10	4225	27.44	235	89389	495
2020-06-26	11	6910	10.88	73	174519	683
2020-06-26	12	10197	24.39	958	196739	830
2020-06-26	13	7260	13.03	996	234106	779
2020-06-26	14	8544	20.37	188	286340	838
2020-06-26	15	10187	47.18	80	256026	918
2020-06-26	16	7403	31.78	403	255545	743
2020-06-26	17	10289	7.53	634	293698	1214
2020-06-26	18	9381	24.74	220	321827	832
2020-06-26	19	5409	31.69	269	131043	451
2020-06-26	20	6978	32	637	186535	564
2020-06-27	1	3551	38.42	791	102070	647
2020-06-27	2	10395	30.55	748	312070	876
2020-06-27	3	17420	39.08	1051	401905	1190
2020-06-27	4	5867	17.92	596	199571	717
2020-06-27	5	11591	14.37	219	235976	866
2020-06-27	6	17046	39.58	364	333326	1048
2020-06-27	7	11756	41.51	286	347934	1072
2020-06-27	8	10603	9.04	203	249031	702
2020-06-27	9	5703	43.03	630	127070	621
2020-06-27	10	4610	24.08	457	83461	492
2020-06-27	11	3069	12.7	766	67717	196
2020-06-27	12	21520	12.2	796	405997	1112
2020-06-27	13	5729	35.08	351	154908	537
2020-06-27	14	7561	15.65	1071	200403	912
2020-06-27	15	11120	44.3	921	227626	724
2020-06-27	16	7968	29.83	851	231253	894
2020-06-27	17	10086	31.86	166	211806	781
2020-06-27	18	11377	16.55	966	299479	940
2020-06-27	19	7112	45.05	103	145106	687
2020-06-27	20	5451	27.87	240	146347	661
2020-06-28	1	6416	47.93	302	169550	550
2020-06-28	2	3104	15.71	501	91875	517
2020-06-28	3	5763	29.2	880	149898	715
2020-06-28	4	13634	31.36	763	247305	998
2020-06-28	5	11362	42.98	663	345722	1068
2020-06-28	6	8526	52.17	196	161197	742
2020-06-28	7	2807	30.13	679	73557	483
2020-06-28	8	6916	34.1	190	168027	586
2020-06-28	9	10924	45.35	258	194051	788
2020-06-28	10	8834	16.16	97	175349	658
2020-06-28	11	12158	51.47	954	345104	1183
2020-06-28	12	9336	46	973	311996	994
2020-06-28	13	12099	31.42	380	259146	873
2020-06-28	14	20627	47.46	1094	567365	1437
2020-06-28	15	3019	27.98	669	83101	508
2020-06-28	16	11157	12.44	676	276810	948
2020-06-28	17	4299	23.27	676	127277	691
2020-06-28	18	15308	13.29	455	400049	1018
2020-06-28	19	7799	29.5	456	246938	974
2020-06-28	20	7522	13.24	783	123128	627
2020-06-29	1	7470	25.21	1061	189850	525
2020-06-29	2	6731	43.94	535	173473	706
2020-06-29	3	4469	10.68	331	105383	398
2020-06-29	4	4250	28.3	255	91416	277
2020-06-29	5	10952	52.37	761	246695	703
2020-06-29	6	13975	12.86	361	260404	819
2020-06-29	7	18628	31.19	686	374714	1169
2020-06-29	8	7686	48.62	160	163349	602
2020-06-29	9	11163	10.74	263	233851	787
2020-06-29	10	2370	11.12	667	39572	540
2020-06-29	11	6490	17.54	891	168005	750
2020-06-29	12	7052	21.19	641	193245	918
2020-06-29	13	14603	48.17	312	365784	1146
2020-06-29	14	10078	19.51	907	265513	862
2020-06-29	15	10729	39.29	449	344156	1137
2020-06-29	16	9832	37.03	273	196478	730
2020-06-29	17	17891	21.43	771	359623	1164
2020-06-29	18	4358	18.47	177	101993	382
2020-06-29	19	6553	43.7	976	165979	595
2020-06-29	20	8126	25.41	943	212543	806
2020-06-30	1	1284	7.75	279	30564	244
2020-06-30	2	7223	47.63	566	164842	701
2020-06-30	3	6368	21.12	379	125203	650
2020-06-30	4	3145	22.91	268	93070	540
2020-06-30	5	11318	16.82	923	333972	988
2020-06-30	6	11965	43.18	758	235788	842
2020-06-30	7	2319	39.89	783	48281	485
2020-06-30	8	10958	13.3	955	318292	1020
2020-06-30	9	5096	7.59	933	167141	725
2020-06-30	10	2136	8	625	43906	231
2020-06-30	11	9220	30.08	833	261567	825
2020-06-30	12	2514	29.3	525	80881	247
2020-06-30	13	7401	30.22	84	186991	598
2020-06-30	14	4679	49.95	1048	126662	668
2020-06-30	15	5408	44.6	685	158040	690
2020-06-30	16	11161	29.25	285	372502	1231
2020-06-30	17	2235	46.59	1007	49874	457
2020-06-30	18	4760	24.38	851	127348	601
2020-06-30	19	9397	22.51	653	225633	735
2020-06-30	20	8378	51.27	916	180834	632
2020-07-01	1	6926	8	499	192492	786
2020-07-01	2	4994	47.23	903	149175	583
2020-07-01	3	9152	16.29	883	226779	922
2020-07-01	4	8955	14.22	902	170534	505
2020-07-01	5	15476	33.01	656	323822	991
2020-07-01	6	8585	51.78	932	292074	876
2020-07-01	7	15778	39.2	699	331854	1218
2020-07-01	8	4709	23.67	506	123426	572
2020-07-01	9	19688	31.7	1047	398071	1252
2020-07-01	10	10690	28.74	840	210875	801
2020-07-01	11	6276	47.65	938	175599	795
2020-07-01	12	11636	5.63	958	255467	997
2020-07-01	13	12268	35.63	1079	322709	1024
2020-07-01	14	5895	37.28	976	112137	654
2020-07-01	15	9759	38.6	506	238518	984
2020-07-01	16	2639	34.76	144	60614	357
2020-07-01	17	4334	22.97	204	92423	303
2020-07-01	18	2757	51.79	834	62679	296
2020-07-01	19	7916	41.49	355	239167	655
2020-07-01	20	6385	12.31	676	142651	752
2020-07-02	1	5079	8.78	88	115423	535
2020-07-02	2	7141	15.67	1090	130090	517
2020-07-02	3	8037	36.43	551	226308	907
2020-07-02	4	7968	53.08	730	255998	748
2020-07-02	5	4904	29.17	477	114291	660
2020-07-02	6	4970	18.32	537	126309	706
2020-07-02	7	13817	11.27	604	332021	916
2020-07-02	8	8873	11.75	331	268567	1024
2020-07-02	9	10249	41.67	1074	199652	725
2020-07-02	10	7209	45.6	479	158236	515
2020-07-02	11	6346	40.5	766	125513	661
2020-07-02	12	9477	51.21	983	259816	915
2020-07-02	13	11441	43.78	581	328672	1002
2020-07-02	14	16385	14.49	1019	329195	998
2020-07-02	15	13588	31.15	400	332251	1095
2020-07-02	16	11306	17.15	563	279009	1017
2020-07-02	17	20352	26.05	635	397292	1135
2020-07-02	18	8770	24.91	573	252839	870
2020-07-02	19	6502	5.91	1083	192686	813
2020-07-02	20	7290	28.62	997	179536	638
2020-07-03	1	8384	18.17	591	150514	648
2020-07-03	2	9353	50.02	410	216795	886
2020-07-03	3	9768	44.06	968	240069	693
2020-07-03	4	8559	23.69	619	221779	864
2020-07-03	5	12712	21.11	691	391260	1220
2020-07-03	6	9959	21.48	223	268291	916
2020-07-03	7	11523	10.1	887	293861	979
2020-07-03	8	3371	51.17	731	50323	547
2020-07-03	9	9935	42.16	214	333198	1119
2020-07-03	10	3498	12.71	182	100172	312
2020-07-03	11	11091	26.71	829	240189	950
2020-07-03	12	6748	12.02	150	129710	894
2020-07-03	13	8291	27.05	828	177281	841
2020-07-03	14	11811	40.45	352	226837	811
2020-07-03	15	9740	9.33	197	241956	972
2020-07-03	16	6963	27.94	186	184047	745
2020-07-03	17	5835	30.07	325	155601	576
2020-07-03	18	7573	32.15	521	220575	847
2020-07-03	19	13867	28.92	264	286235	925
2020-07-03	20	4203	41.89	644	122277	586
2020-07-04	1	11046	45.97	257	367850	1064
2020-07-04	2	12238	25.81	421	287404	1005
2020-07-04	3	11326	30.71	1049	291377	953
2020-07-04	4	2691	20.38	544	83381	259
2020-07-04	5	7389	45.32	785	200360	894
2020-07-04	6	1507	44.61	940	30581	249
2020-07-04	7	11632	29.01	893	360055	1152
2020-07-04	8	9897	35.31	1003	275440	1050
2020-07-04	9	11497	11.35	171	303269	893
2020-07-04	10	6606	45.4	504	180437	517
2020-07-04	11	7798	28.09	540	262328	957
2020-07-04	12	11139	46.33	928	256889	820
2020-07-04	13	7129	44.07	74	234266	700
2020-07-04	14	19290	12.38	207	410580	1256
2020-07-04	15	6958	51.1	522	118365	544
2020-07-04	16	5293	30.95	928	148478	760
2020-07-04	17	9871	32.06	666	232089	818
2020-07-04	18	8232	14.81	653	225622	961
2020-07-04	19	2280	9.02	229	33346	555
2020-07-04	20	9152	34.81	351	218235	556
2020-07-05	1	8936	12.48	451	230437	862
2020-07-05	2	5033	17.52	138	131674	553
2020-07-05	3	8885	9.4	517	205041	764
2020-07-05	4	7510	33.42	850	239429	816
2020-07-05	5	13960	43.61	986	265655	968
2020-07-05	6	8727	36.39	1033	209401	991
2020-07-05	7	10316	51.7	697	348567	1139
2020-07-05	8	6232	40.13	196	198195	761
2020-07-05	9	14207	37.46	972	301906	950
2020-07-05	10	4441	32.03	511	106192	603
2020-07-05	11	6235	10.91	276	184550	692
2020-07-05	12	13014	19.77	1037	249745	830
2020-07-05	13	9518	26.6	584	292337	1003
2020-07-05	14	6572	46.29	705	148725	643
2020-07-05	15	7482	50.69	888	258331	911
2020-07-05	16	8305	27.33	884	222246	764
2020-07-05	17	9042	38.62	1115	177342	807
2020-07-05	18	4237	6.2	888	76815	381
2020-07-05	19	7292	25	474	210742	812
2020-07-05	20	4168	37.21	770	123256	636
2020-07-06	1	9898	37.58	175	339492	948
2020-07-06	2	7773	6.67	392	220643	751
2020-07-06	3	19842	25.51	677	367372	1041
2020-07-06	4	14338	49.66	881	288964	786
2020-07-06	5	15329	22.69	335	380594	1105
2020-07-06	6	5447	35.83	831	177367	627
2020-07-06	7	7285	18.37	333	187943	687
2020-07-06	8	12277	30.84	809	281281	1010
2020-07-06	9	5580	38.63	618	147427	560
2020-07-06	10	8533	24.67	387	248981	886
2020-07-06	11	5505	21.41	478	140073	500
2020-07-06	12	10048	27.12	649	304436	997
2020-07-06	13	7280	12.99	990	178940	748
2020-07-06	14	8895	26	354	275931	894
2020-07-06	15	2763	15.55	64	89271	402
2020-07-06	16	4414	37.77	381	83144	153
2020-07-06	17	13080	49.53	478	303821	922
2020-07-06	18	15421	47.21	309	328016	1051
2020-07-06	19	12134	32.79	573	238375	897
2020-07-06	20	7139	29.9	1102	231066	942
2020-07-07	1	7822	24.9	739	170226	674
2020-07-07	2	6238	19.06	776	200265	862
2020-07-07	3	6805	14.85	1051	222588	890
2020-07-07	4	22091	47.67	610	549638	1406
2020-07-07	5	2621	8.31	627	45362	536
2020-07-07	6	15445	15.2	780	320011	1063
2020-07-07	7	3879	40.99	882	79493	231
2020-07-07	8	9215	52.93	642	191194	574
2020-07-07	9	10390	8.94	672	202481	763
2020-07-07	10	5605	16.29	624	188993	605
2020-07-07	11	6802	43.95	945	225078	604
2020-07-07	12	12434	7.5	606	371168	1082
2020-07-07	13	1875	11.12	396	28200	504
2020-07-07	14	7119	51.07	448	207273	781
2020-07-07	15	13088	15.44	297	319027	995
2020-07-07	16	1607	47	471	24844	359
2020-07-07	17	5827	16.07	859	137798	736
2020-07-07	18	14134	40.74	165	273043	943
2020-07-07	19	10423	22.84	555	186249	713
2020-07-07	20	5594	10.66	1059	135277	626
2020-07-08	1	9227	15.63	835	320456	915
2020-07-08	2	5281	50.31	727	171248	753
2020-07-08	3	7132	7.65	384	172623	693
2020-07-08	4	13118	48.91	939	262895	1001
2020-07-08	5	9848	50.43	712	303466	1072
2020-07-08	6	5696	11.89	654	178083	772
2020-07-08	7	10438	37.94	915	331241	969
2020-07-08	8	11783	41.03	151	231515	926
2020-07-08	9	6055	40.18	248	183290	803
2020-07-08	10	16935	43.78	120	386340	1140
2020-07-08	11	8507	20.27	505	247930	881
2020-07-08	12	8817	14.34	519	160443	726
2020-07-08	13	12402	52.85	472	222096	830
2020-07-08	14	10709	33.53	555	334287	1030
2020-07-08	15	7673	37.15	721	245946	678
2020-07-08	16	7589	24.2	508	240744	815
2020-07-08	17	6480	39.5	838	176108	658
2020-07-08	18	14559	5.95	822	414159	1202
2020-07-08	19	9333	51.46	495	169609	630
2020-07-08	20	7405	50.74	306	177628	634
2020-07-09	1	4604	26.17	164	75052	449
2020-07-09	2	10718	28.37	273	282991	1018
2020-07-09	3	6213	44.3	726	149650	676
2020-07-09	4	6769	45.5	700	164622	582
2020-07-09	5	3231	10.45	935	100187	478
2020-07-09	6	8755	39.84	1098	182574	677
2020-07-09	7	5315	31.8	678	126037	708
2020-07-09	8	7614	31.28	1094	169236	440
2020-07-09	9	4338	44.56	1011	115799	525
2020-07-09	10	1798	48.94	393	56900	226
2020-07-09	11	24986	5.16	639	468264	1316
2020-07-09	12	10094	6.48	119	262991	862
2020-07-09	13	23188	46.01	133	429623	1263
2020-07-09	14	2304	44.31	858	56949	208
2020-07-09	15	7219	10.8	444	232021	981
2020-07-09	16	10316	25.78	789	359898	1065
2020-07-09	17	10568	22.67	671	345019	1059
2020-07-09	18	21639	51.16	652	444926	1293
2020-07-09	19	11451	22.69	841	219606	870
2020-07-09	20	12161	33.46	539	228599	901
2020-07-10	1	6980	37.63	173	184635	854
2020-07-10	2	5898	43.17	708	185378	817
